turn_number,track_id,count
4,39627c83-406d-411a-b89d-7eb69ac52686,11
4,b46e5c08-33fa-404b-9fa5-20ea9cc804d7,11
4,fd777591-2c63-40af-bb62-ee2c9899baaa,11
4,39179573-dce1-4b72-b08f-44966bfcef51,10
4,3ff672f3-a618-46ef-b18f-0cb24a29cbec,10
4,6959c769-0483-4d47-a805-1332a2efbaae,10
4,a49fcca2-2fdb-4f49-95f8-6272242febd5,10
4,b8891115-5b45-4074-aec0-858ef3752a11,10
4,f3b862da-7e25-4f1d-b19b-723bad73a51b,10
4,21769660-ff71-4e96-98d8-14bcb3a7a3bc,9
4,407bbe04-ff88-4dfe-8114-10a95b523592,9
4,81049fb0-2864-4d02-8026-2a3e79933e0d,9
4,ffc14c3d-21b1-4938-b58e-28c21c4d39a3,9
4,00365010-4325-4710-9249-47c6d5ca002d,8
4,267717bb-31ff-457a-90ec-75026734d29d,8
4,27fb5f3a-3ef2-4f03-a54e-f7f3ca5f4913,8
5,3b08891f-8ba3-4d9b-b0ab-4f9afa5b58dd,15
5,847bec30-2d1a-4e3f-abf7-19e6e234572c,12
5,9571eead-47df-4f38-afbf-056848907725,12
5,95aea635-bef0-426e-84dd-932c69eb555d,12
5,592df935-c96a-4424-85e2-1dcc918dfc55,11
5,00365010-4325-4710-9249-47c6d5ca002d,10
5,1d4a4644-2e4c-4b11-b313-ff45925094b9,10
5,407bbe04-ff88-4dfe-8114-10a95b523592,10
5,5c1231ef-616f-45a8-9e4b-ab027f1b60e3,10
5,c4d4253e-4db5-4108-bfeb-6a3275858d5c,10
5,cb31b40d-7043-44e1-926d-416985d30a32,10
5,e0ce9b4a-96ee-463f-9b21-36aed3f75391,10
5,0c73d582-f0f1-40a3-94b1-016ba1180a13,9
5,21769660-ff71-4e96-98d8-14bcb3a7a3bc,9
5,7e3e05b7-9504-4131-999b-0408bb8fb88a,9
5,9ca4fb45-61f4-439a-8e30-6e0042a8d7d8,9
5,b8891115-5b45-4074-aec0-858ef3752a11,9
5,e9383e0c-5bad-4b9c-b146-917f2e3dfba1,9
5,ef35b0a5-b024-4603-8dd8-4eb024cd3dc7,9
5,f111ad05-e9aa-4ff8-a0ac-e49476673103,9
6,7e3e05b7-9504-4131-999b-0408bb8fb88a,12
6,cb31b40d-7043-44e1-926d-416985d30a32,12
6,3dd9e229-b749-4e68-8894-fe41f7361a76,11
6,4b521472-4bf6-46e5-9f65-9aa547033c30,10
6,b636066b-4a53-4c56-96f5-79aa82cc5836,10
6,34320479-c3f1-4c83-8975-4896525762c9,9
6,be2b15b4-a082-4bc3-962f-76c9e3b75586,9
6,c3aff8d6-2eb1-489b-9c96-ee6b3279ef55,9
6,20fd9a0a-cdeb-42a3-90d0-a7d53a739d65,8
6,2e0cad9b-6c1c-41ed-8e16-eae0d8c31a83,8
6,2fa49377-6623-4cbd-b02a-25ea5e78bbd1,8
6,3b08891f-8ba3-4d9b-b0ab-4f9afa5b58dd,8
6,407bbe04-ff88-4dfe-8114-10a95b523592,8
6,785521c9-05ed-4c16-adc4-2da62a9cf521,8
6,847bec30-2d1a-4e3f-abf7-19e6e234572c,8
6,93255c54-8006-48bd-a6d9-5949dffaf1df,8
6,967428d3-3f65-4a39-b98d-538219de2cf5,8
6,9fe2712d-337b-4b9a-9a75-285b89e1543b,8
6,bf1260bb-aba2-43cc-899d-07c453bab92e,8
6,c722f7a3-8fe1-4490-b1e2-384e923c25c5,8
7,3b08891f-8ba3-4d9b-b0ab-4f9afa5b58dd,11
7,6003b3ba-32db-4eb8-ad27-94c48473b3b4,11
7,6959c769-0483-4d47-a805-1332a2efbaae,11
7,2e0cad9b-6c1c-41ed-8e16-eae0d8c31a83,10
7,5583de40-9e05-4f27-b172-7a4e7d10ad5f,10
7,b8891115-5b45-4074-aec0-858ef3752a11,10
7,bb2c1000-f381-434e-a64d-f271f271af60,10
7,c4d4253e-4db5-4108-bfeb-6a3275858d5c,10
7,407bbe04-ff88-4dfe-8114-10a95b523592,9
7,5e8bd00f-9671-4351-a9bd-f842f53018be,9
7,bfae69c6-9627-4829-b673-718b1065ee32,9
7,d486142f-8ad2-4b3a-9068-4f2608250e8e,9
7,ddd46526-7fa6-41b0-9df3-cf245cbaad1a,9
7,e242389b-17fd-449a-aabd-6596119bce17,9
7,ffc14c3d-21b1-4938-b58e-28c21c4d39a3,9
7,2f8ab8da-6aab-4dd0-a033-ae740f543499,8
7,3336819d-b6e3-46f5-86d0-24af8124ca50,8
7,6867b6a6-e361-489f-ba2b-fad97bd650c3,8
7,71b9b546-4586-412f-92ed-7ab722ffb488,8
7,bac65a38-4538-4683-839c-860d2e32f91c,8
8,3b08891f-8ba3-4d9b-b0ab-4f9afa5b58dd,12
8,34320479-c3f1-4c83-8975-4896525762c9,11
8,9ca4fb45-61f4-439a-8e30-6e0042a8d7d8,11
8,aaaa77b6-d2c0-45c1-b454-6e48c54d932b,10
8,ec6ffbf5-66b3-4cfd-bd5f-2ce2b2763dce,10
8,0c73d582-f0f1-40a3-94b1-016ba1180a13,9
8,0fec83bd-511e-461c-89bd-4f4d6f4d25d1,9
8,5583de40-9e05-4f27-b172-7a4e7d10ad5f,9
8,6959c769-0483-4d47-a805-1332a2efbaae,9
8,ade4ee37-8674-4999-93af-989f53c7286a,9
8,c4d4253e-4db5-4108-bfeb-6a3275858d5c,9
8,dd64c1f2-694f-4477-ae4b-248d71e4b72e,9
8,ef35b0a5-b024-4603-8dd8-4eb024cd3dc7,9
8,3336819d-b6e3-46f5-86d0-24af8124ca50,8
8,7e3e05b7-9504-4131-999b-0408bb8fb88a,8
8,939e27d3-dcef-4368-a7ab-3fd81b2a41ae,8
8,b63cb157-0cf5-48c4-a1ff-acef75c41e62,8
8,c4060aca-c8bc-4a66-992b-3bba5ba80a92,8
8,ebb0abc9-7ed0-455a-8838-5e2158292824,8
8,189f6360-072e-4bcf-a2e6-60b8ddbc583e,7
