split,column,norm
train,cf-bpr,0.04578336700797081
train,cf-bpr,0.03799092397093773
train,cf-bpr,0.034689631313085556
train,cf-bpr,0.037728410214185715
train,cf-bpr,0.029328729957342148
train,cf-bpr,0.0440700426697731
train,cf-bpr,0.030498795211315155
train,cf-bpr,0.04356522485613823
train,cf-bpr,0.04736370965838432
train,cf-bpr,0.03979045897722244
train,cf-bpr,0.0379992239177227
train,cf-bpr,0.03884511813521385
train,cf-bpr,0.03375328704714775
train,cf-bpr,0.03008510358631611
train,cf-bpr,0.04779897630214691
train,cf-bpr,0.0402764193713665
train,cf-bpr,0.055974118411540985
train,cf-bpr,0.039838895201683044
train,cf-bpr,0.03993833437561989
train,cf-bpr,0.02684681862592697
train,cf-bpr,0.028616489842534065
train,cf-bpr,0.04205354303121567
train,cf-bpr,0.042229752987623215
train,cf-bpr,0.03998234122991562
train,cf-bpr,0.0421280562877655
train,cf-bpr,0.03417280316352844
train,cf-bpr,0.037980034947395325
train,cf-bpr,0.04704467952251434
train,cf-bpr,0.04061342775821686
train,cf-bpr,0.04073430970311165
train,cf-bpr,0.033143941313028336
train,cf-bpr,0.03437625616788864
train,cf-bpr,0.039939139038324356
train,cf-bpr,0.04286683723330498
train,cf-bpr,0.06864134967327118
train,cf-bpr,0.030963966622948647
train,cf-bpr,0.039299026131629944
train,cf-bpr,0.047141361981630325
train,cf-bpr,0.029353365302085876
train,cf-bpr,0.04007422924041748
train,cf-bpr,0.03927254304289818
train,cf-bpr,0.03828977793455124
train,cf-bpr,0.03848114609718323
train,cf-bpr,0.04408719018101692
train,cf-bpr,0.028542688116431236
train,cf-bpr,0.039203185588121414
train,cf-bpr,0.026399575173854828
train,cf-bpr,0.03822806105017662
train,cf-bpr,0.03751065954566002
train,cf-bpr,0.032923948019742966
train,cf-bpr,0.037471771240234375
train,cf-bpr,0.03717929869890213
train,cf-bpr,0.03527243435382843
train,cf-bpr,0.03642318770289421
train,cf-bpr,0.035315755754709244
train,cf-bpr,0.04844691604375839
train,cf-bpr,0.03851201757788658
train,cf-bpr,0.06260186433792114
train,cf-bpr,0.03289264813065529
train,cf-bpr,0.046231504529714584
train,cf-bpr,0.033985435962677
train,cf-bpr,0.05185094475746155
train,cf-bpr,0.03488442301750183
train,cf-bpr,0.04099934548139572
train,cf-bpr,0.06158217042684555
train,cf-bpr,0.055534057319164276
train,cf-bpr,0.029805850237607956
train,cf-bpr,0.03101012483239174
train,cf-bpr,0.06988279521465302
train,cf-bpr,0.039626769721508026
train,cf-bpr,0.04544214531779289
train,cf-bpr,0.04829845204949379
train,cf-bpr,0.05016336217522621
train,cf-bpr,0.03420419991016388
train,cf-bpr,0.026386704295873642
train,cf-bpr,0.0697672888636589
train,cf-bpr,0.04673119634389877
train,cf-bpr,0.026786211878061295
train,cf-bpr,0.033775608986616135
train,cf-bpr,0.029932504519820213
train,cf-bpr,0.04282036051154137
train,cf-bpr,0.03715532645583153
train,cf-bpr,0.03997786343097687
train,cf-bpr,0.032990314066410065
train,cf-bpr,0.04195830598473549
train,cf-bpr,0.05726960673928261
train,cf-bpr,0.0387146882712841
train,cf-bpr,0.032623231410980225
train,cf-bpr,0.04275013878941536
train,cf-bpr,0.026507316157221794
train,cf-bpr,0.03234146907925606
train,cf-bpr,0.06314191967248917
train,cf-bpr,0.09571370482444763
train,cf-bpr,0.0312070082873106
train,cf-bpr,0.037638843059539795
train,cf-bpr,0.04891033470630646
train,cf-bpr,0.045809488743543625
train,cf-bpr,0.03345482796430588
train,cf-bpr,0.03554997965693474
train,cf-bpr,0.03509936109185219
train,cf-bpr,0.0308124627918005
train,cf-bpr,0.04808179661631584
train,cf-bpr,0.03574060648679733
train,cf-bpr,0.03517451137304306
train,cf-bpr,0.03988633304834366
train,cf-bpr,0.02988979034125805
train,cf-bpr,0.035186007618904114
train,cf-bpr,0.03188580647110939
train,cf-bpr,0.032322097569704056
train,cf-bpr,0.029880262911319733
train,cf-bpr,0.02996382676064968
train,cf-bpr,0.026931889355182648
train,cf-bpr,0.037421490997076035
train,cf-bpr,0.02728773094713688
train,cf-bpr,0.037926867604255676
train,cf-bpr,0.033382415771484375
train,cf-bpr,0.025766687467694283
train,cf-bpr,0.05868237093091011
train,cf-bpr,0.03901540860533714
train,cf-bpr,0.041618712246418
train,cf-bpr,0.029972953721880913
train,cf-bpr,0.03361295908689499
train,cf-bpr,0.04601924493908882
train,cf-bpr,0.06858512759208679
train,cf-bpr,0.04315405711531639
train,cf-bpr,0.06722880154848099
train,cf-bpr,0.04072261601686478
train,cf-bpr,0.028699081391096115
train,cf-bpr,0.061638861894607544
train,cf-bpr,0.036674585193395615
train,cf-bpr,0.04760221391916275
train,cf-bpr,0.03766637295484543
train,cf-bpr,0.031804006546735764
train,cf-bpr,0.0448288768529892
train,cf-bpr,0.03620990738272667
train,cf-bpr,0.03502402454614639
train,cf-bpr,0.03763585910201073
train,cf-bpr,0.04327685758471489
train,cf-bpr,0.042089954018592834
train,cf-bpr,0.034432657063007355
train,cf-bpr,0.03546823188662529
train,cf-bpr,0.03187555819749832
train,cf-bpr,0.0431189201772213
train,cf-bpr,0.02830285020172596
train,cf-bpr,0.045165594667196274
train,cf-bpr,0.03549394756555557
train,cf-bpr,0.02662762627005577
train,cf-bpr,0.03681923821568489
train,cf-bpr,0.041466403752565384
train,cf-bpr,0.04036785289645195
train,cf-bpr,0.043518949300050735
train,cf-bpr,0.037315525114536285
train,cf-bpr,0.03166241943836212
train,cf-bpr,0.03523842990398407
train,cf-bpr,0.03576627001166344
train,cf-bpr,0.03758646175265312
train,cf-bpr,0.034193992614746094
train,cf-bpr,0.03081042878329754
train,cf-bpr,0.03473426401615143
train,cf-bpr,0.04102342575788498
train,cf-bpr,0.027917401865124702
train,cf-bpr,0.04129694029688835
train,cf-bpr,0.027599407359957695
train,cf-bpr,0.02929585613310337
train,cf-bpr,0.027730263769626617
train,cf-bpr,0.039385195821523666
train,cf-bpr,0.03915129974484444
train,cf-bpr,0.049942802637815475
train,cf-bpr,0.0488760881125927
train,cf-bpr,0.036885056644678116
train,cf-bpr,0.03471696749329567
train,cf-bpr,0.028937827795743942
train,cf-bpr,0.0354468859732151
train,cf-bpr,0.038654208183288574
train,cf-bpr,0.029648788273334503
train,cf-bpr,0.030398042872548103
train,cf-bpr,0.03583996370434761
train,cf-bpr,0.03842445835471153
train,cf-bpr,0.06288210302591324
train,cf-bpr,0.04735239967703819
train,cf-bpr,0.05875810608267784
train,cf-bpr,0.0450863391160965
train,cf-bpr,0.030649375170469284
train,cf-bpr,0.029543429613113403
train,cf-bpr,0.044622212648391724
train,cf-bpr,0.04256483167409897
train,cf-bpr,0.043651413172483444
train,cf-bpr,0.039393212646245956
train,cf-bpr,0.037376467138528824
train,cf-bpr,0.0721295103430748
train,cf-bpr,0.04334046319127083
train,cf-bpr,0.03492090106010437
train,cf-bpr,0.038002219051122665
