goal_category,track_id,count
C,b2e3d06f-4e94-4e57-a5ac-dca110fe71a3,9
C,5b697fa4-bb42-463e-ab0c-8690c272096a,8
C,9be06dd9-0a03-4dd0-b43b-972150739b79,8
C,a23d1303-9b4d-40b8-bec1-827170d8eee9,8
C,b53c645e-dcbf-48cc-98b6-9b852359c117,8
C,2b837267-c128-4b12-9921-e6485353cc4e,7
C,3b08891f-8ba3-4d9b-b0ab-4f9afa5b58dd,7
C,4e9accca-7dfe-41af-b418-a8b31f0b1747,7
C,7e216e64-ca52-4624-b458-a88a7db7380e,7
C,7e3e05b7-9504-4131-999b-0408bb8fb88a,7
C,95aea635-bef0-426e-84dd-932c69eb555d,7
C,d66ee641-0a5a-40da-bd1a-b8c5b3817f3b,7
C,d917cac6-85be-400e-a0ac-8be52225cb97,7
C,e242389b-17fd-449a-aabd-6596119bce17,7
C,e7e9b55d-65c7-4fca-92f9-a17dcf06e0b5,7
C,0d6bf93e-1abe-4da8-af27-2e9943ec1410,6
D,0fec83bd-511e-461c-89bd-4f4d6f4d25d1,13
D,ffc14c3d-21b1-4938-b58e-28c21c4d39a3,13
D,267717bb-31ff-457a-90ec-75026734d29d,10
D,2e0cad9b-6c1c-41ed-8e16-eae0d8c31a83,10
D,310649e4-ac64-4f51-8c1c-f898b68c3c7f,10
D,04169967-abf2-4b21-b4d8-adf64648b670,9
D,17ff32c4-b2f3-41d7-9957-245b49ad9ec2,9
D,19385f74-d243-4aba-b385-a48cd40d207f,9
D,1d4a4644-2e4c-4b11-b313-ff45925094b9,9
D,75e7a472-9bde-4cca-a16a-6036749fd306,9
D,a1ab9f3b-dbfb-420f-8f9b-17300ccb3b8d,9
D,ebb0abc9-7ed0-455a-8838-5e2158292824,9
D,0d703d7e-fceb-49de-af2d-1cea0e7da906,8
D,3dd9e229-b749-4e68-8894-fe41f7361a76,8
D,3f8a0f73-a788-4c52-a2de-6a3f1e44fd86,8
D,7e3e05b7-9504-4131-999b-0408bb8fb88a,8
D,9571eead-47df-4f38-afbf-056848907725,8
D,c2bb5073-7ec4-4b3f-adaf-9162b641dae9,8
D,c3aff8d6-2eb1-489b-9c96-ee6b3279ef55,8
D,407bbe04-ff88-4dfe-8114-10a95b523592,7
E,0c73d582-f0f1-40a3-94b1-016ba1180a13,8
E,7e3e05b7-9504-4131-999b-0408bb8fb88a,8
E,0fec83bd-511e-461c-89bd-4f4d6f4d25d1,7
E,592df935-c96a-4424-85e2-1dcc918dfc55,7
E,59f8be05-193a-4112-87f3-1affe08d9865,7
E,a524731b-245e-471d-882e-dd69d51b0599,7
E,c152f1fe-d0fa-4b30-b537-91bf85ecfd0e,7
E,d66ee641-0a5a-40da-bd1a-b8c5b3817f3b,7
E,ec6ffbf5-66b3-4cfd-bd5f-2ce2b2763dce,7
E,ffc14c3d-21b1-4938-b58e-28c21c4d39a3,7
E,0e4e4d15-387f-4c9f-a12e-96aba8c77ae5,6
E,1aba931a-164a-46ed-b4dd-6e3fd841c9c1,6
E,1d4a4644-2e4c-4b11-b313-ff45925094b9,6
E,267717bb-31ff-457a-90ec-75026734d29d,6
E,3ff672f3-a618-46ef-b18f-0cb24a29cbec,6
E,6495261d-4f7a-40c7-aa86-5bf0b83d0497,6
E,6959c769-0483-4d47-a805-1332a2efbaae,6
E,745ba134-d641-4174-9efe-061a28a238c0,6
E,889b99a1-9bfe-48b3-9871-e105643f15be,6
E,9906b796-9c23-427c-97f8-f02227a877c5,6
F,407bbe04-ff88-4dfe-8114-10a95b523592,10
F,c3aff8d6-2eb1-489b-9c96-ee6b3279ef55,10
F,bac65a38-4538-4683-839c-860d2e32f91c,9
F,2fa49377-6623-4cbd-b02a-25ea5e78bbd1,8
F,0fec83bd-511e-461c-89bd-4f4d6f4d25d1,7
F,3f8a0f73-a788-4c52-a2de-6a3f1e44fd86,7
F,785521c9-05ed-4c16-adc4-2da62a9cf521,7
F,9ca4fb45-61f4-439a-8e30-6e0042a8d7d8,7
F,ade4ee37-8674-4999-93af-989f53c7286a,7
F,b0877519-e4c4-4b9e-b6bd-911b9d60a521,7
F,0eca34b9-f12f-49c2-b28c-e8b0fdba6a56,6
F,39179573-dce1-4b72-b08f-44966bfcef51,6
F,47090bf8-4f42-4c47-a3f9-2b77c35fdf84,6
F,6bd9893b-af60-4791-9578-abd416c96c35,6
F,81b42848-c11d-4bff-9825-857bd83b25e1,6
F,efe00a08-aa7e-4e5e-8aa3-fe75b23344c6,6
F,f35ae185-9aa6-4164-a31e-b881d33ec141,6
F,ffc14c3d-21b1-4938-b58e-28c21c4d39a3,6
F,1a1b8a69-adc4-4477-96a4-028846ebdf29,5
F,1f4eb185-293f-4be1-8c49-5ffc57a43b41,5
G,407bbe04-ff88-4dfe-8114-10a95b523592,11
G,f11b18e9-63c5-4320-a468-678cf52b17ea,11
G,ffc14c3d-21b1-4938-b58e-28c21c4d39a3,11
G,7e3e05b7-9504-4131-999b-0408bb8fb88a,10
G,0a8fe1bc-d7f6-4d69-8079-df06e892edfa,9
G,0c73d582-f0f1-40a3-94b1-016ba1180a13,9
G,0eca34b9-f12f-49c2-b28c-e8b0fdba6a56,9
G,1d4a4644-2e4c-4b11-b313-ff45925094b9,9
G,2b837267-c128-4b12-9921-e6485353cc4e,9
G,3bd13b1d-ee9e-46e5-92ca-a8f039226674,9
G,52a2dc35-fb46-4233-bff7-c4e688a336f3,9
G,6d2abc0f-22c6-4228-b400-8962e28e25cb,9
G,2c1f4fa7-a0f7-4d8b-a989-7df330427e52,8
G,3336819d-b6e3-46f5-86d0-24af8124ca50,8
G,888e499c-37ed-4841-afa1-b75273b3fc06,8
G,28a4bc40-4151-480b-b11d-7cbbc1cad868,7
G,2fa49377-6623-4cbd-b02a-25ea5e78bbd1,7
G,39627c83-406d-411a-b89d-7eb69ac52686,7
G,3b08891f-8ba3-4d9b-b0ab-4f9afa5b58dd,7
G,3d0988d2-eea2-4be1-88a7-adc219e87336,7
H,17ff32c4-b2f3-41d7-9957-245b49ad9ec2,17
H,407bbe04-ff88-4dfe-8114-10a95b523592,17
H,6c887aa6-c73e-4c66-97f4-970e3a746e91,17
H,7e3e05b7-9504-4131-999b-0408bb8fb88a,16
H,1d4a4644-2e4c-4b11-b313-ff45925094b9,15
H,2f8ab8da-6aab-4dd0-a033-ae740f543499,15
H,bfae69c6-9627-4829-b673-718b1065ee32,15
H,b8891115-5b45-4074-aec0-858ef3752a11,14
H,f11b18e9-63c5-4320-a468-678cf52b17ea,14
H,45cee4e8-28fe-47fe-9567-62bee7983cac,13
H,8f2a7f9b-3f7f-4bfe-b733-dc2b6a06fc33,13
H,9571eead-47df-4f38-afbf-056848907725,13
H,c2bb5073-7ec4-4b3f-adaf-9162b641dae9,13
H,ffc14c3d-21b1-4938-b58e-28c21c4d39a3,13
H,2e0cad9b-6c1c-41ed-8e16-eae0d8c31a83,12
H,3dd9e229-b749-4e68-8894-fe41f7361a76,12
H,bc574b94-ae6b-4290-84b0-ca933493eb8c,12
H,0eca34b9-f12f-49c2-b28c-e8b0fdba6a56,11
H,13001f75-5e4d-45ed-a678-8fffd4aa734d,11
H,52a2dc35-fb46-4233-bff7-c4e688a336f3,11
I,452970d3-dcad-4dc2-ba03-a26d560d4fd7,6
I,6003b3ba-32db-4eb8-ad27-94c48473b3b4,6
I,78d1cf67-2c8b-43cc-a9ba-65efe3682932,6
I,91e3b516-8d17-4031-b75f-4022c5fab076,5
I,a7b2c083-548d-4469-a75e-3331da83fdf4,5
I,c4d4253e-4db5-4108-bfeb-6a3275858d5c,5
I,c6940329-ed11-4f73-b3e1-b4547ac844d5,5
I,dfe18b83-7721-4aea-8bc1-9565631d6fc6,5
I,e242389b-17fd-449a-aabd-6596119bce17,5
I,01694ff6-2db0-47a4-b843-0c50cf14be15,4
I,10fc2255-daa8-4a2b-81b0-a89af885158e,4
I,248c7334-a899-4d53-a19f-c948dd833b1f,4
I,2f8ab8da-6aab-4dd0-a033-ae740f543499,4
I,36f01030-b9b3-4372-a1ee-d7872b1393fa,4
I,45b8a697-48c3-4535-ae5d-0ced01bed38b,4
I,5f13d1d6-a94a-4501-b605-51609963d0e6,4
I,70dc598a-8374-4de8-80df-90398da589dc,4
I,7c37a3e3-b304-473f-a450-984a457bb549,4
I,9906b796-9c23-427c-97f8-f02227a877c5,4
I,a6713f9c-3f61-46af-98ce-1d50e4826c36,4
J,407bbe04-ff88-4dfe-8114-10a95b523592,18
J,0c73d582-f0f1-40a3-94b1-016ba1180a13,15
J,c4d4253e-4db5-4108-bfeb-6a3275858d5c,15
J,2f8ab8da-6aab-4dd0-a033-ae740f543499,14
J,248c7334-a899-4d53-a19f-c948dd833b1f,13
J,3b08891f-8ba3-4d9b-b0ab-4f9afa5b58dd,13
J,3e17460a-aa32-4514-88a2-b519aed929bb,13
J,e9383e0c-5bad-4b9c-b146-917f2e3dfba1,13
J,6d4f3a66-fc1d-4b38-8566-1cf51df35df5,12
J,6da708dd-15e3-4f40-af81-4729d6f7ecd1,12
J,cc7f6b0d-3ea4-449f-909f-7788ba58dfc0,12
J,b1991adc-e394-469c-b436-cfece14ce27b,11
J,60737c71-68d9-463e-b856-db432cf61a41,10
J,7e216e64-ca52-4624-b458-a88a7db7380e,10
J,95aea635-bef0-426e-84dd-932c69eb555d,10
J,9906b796-9c23-427c-97f8-f02227a877c5,10
J,b8891115-5b45-4074-aec0-858ef3752a11,10
J,bfae69c6-9627-4829-b673-718b1065ee32,10
J,d2ada7fd-a10c-4e94-9be3-8e4d1b4567f7,10
J,fd035677-fcce-466b-84cf-0d39d208ac9d,10
K,407bbe04-ff88-4dfe-8114-10a95b523592,26
K,2e0cad9b-6c1c-41ed-8e16-eae0d8c31a83,20
K,bd4935bc-d00c-43a4-a7c9-a3e799565661,18
K,ef35b0a5-b024-4603-8dd8-4eb024cd3dc7,18
K,c4d4253e-4db5-4108-bfeb-6a3275858d5c,17
K,3b08891f-8ba3-4d9b-b0ab-4f9afa5b58dd,16
K,2f8ab8da-6aab-4dd0-a033-ae740f543499,15
K,ffc14c3d-21b1-4938-b58e-28c21c4d39a3,15
K,00365010-4325-4710-9249-47c6d5ca002d,14
K,cc7f6b0d-3ea4-449f-909f-7788ba58dfc0,14
K,e9383e0c-5bad-4b9c-b146-917f2e3dfba1,14
K,f111ad05-e9aa-4ff8-a0ac-e49476673103,14
K,248c7334-a899-4d53-a19f-c948dd833b1f,13
K,26d902c8-701a-4b0c-927e-5060491ef72b,13
K,624e1d83-d6dd-4adc-9a0e-51aa44d9349a,13
K,987359d8-aee2-43e3-b907-13a182a408b1,13
K,bfae69c6-9627-4829-b673-718b1065ee32,13
K,2fa49377-6623-4cbd-b02a-25ea5e78bbd1,12
K,935a5d6d-f097-46ff-b6da-2dbdccc706df,12
K,9571eead-47df-4f38-afbf-056848907725,12
