annotation_id,session_id,turn_number,sample_stratum,population_n,sample_n,sample_weight,pivot_broad_discovery,pivot_artist_explicit,pivot_core_change,moves,previous_same_cumulative,current_same_cumulative,high_conflict,context_before_current_sha256,current_user_message_sha256,sample_seed,conversation_dataset_name,conversation_dataset_fingerprint,metadata_dataset_name,metadata_dataset_fingerprint,detector_rule_sha256,guideline_version
PIVOT-0011,1a8718d3-b39e-4c3e-b35d-b5165a79a901,7,broad_negative,95411,100,954.11,False,True,True,1,False,True,False,e2cbcebf85cd8f637304c94ef4732567392483575ca65144b1aabafb23ae7586,788b61499dd7cb54ed5a70510a273f9df522ffee99b9ea3f03b727955f6c4e04,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0012,24f7b0d8-1bb3-4486-8382-b2063bfcbb7f,4,broad_negative,95411,100,954.11,False,False,False,1,False,True,False,80d17a5923b7e9198c9a4b0cf70a40ef7920a905d3a1152a75d953ac16f73edb,0aca7876ec853979c0802f7fb7d10811705d9e836dd933658ed70ca560277f93,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0013,d65ebb8a-a4ac-4e16-96cc-63a330245c60,6,broad_negative,95411,100,954.11,False,False,False,0,True,True,False,9c096963aa1998bd36da6fbc71a03bdf1df196be11e14199fc35a2dd806cca4b,b193eee9d8d1df104f07f499f1dc2544c851a42d3b1a85cb9eaf96ecdb280ca1,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0014,42a7975a-51e2-4809-935f-1568c1bcf3e8,6,broad_positive_high_conflict,4899,50,97.98,True,False,False,0,True,True,True,2ba004f06839043419f2a6ab728d90aca68ed07dd155cbd2df3a6a9c7ce1b38d,dcca63ccab0b4d74d5c9a51219ec23012746b1148977abf7abfa0d54cdf50c34,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0015,8f382504-493a-43c9-8cab-0b0f2c3b1c9f,3,broad_negative,95411,100,954.11,False,False,False,0,True,True,False,13bb5a610d59b918ede40694510ce3ec7c0837e6118561875acc623a4dc29ea3,cac3e223336981bf4ccbcd5e6dee3cb694df84c583541366d4934b422f764cac,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0016,0da8889b-3609-4002-a511-1346cd526d85,3,broad_negative,95411,100,954.11,False,False,False,1,True,True,False,a9e8618841c3b85b18f0003a86c9108022f031feeb97b7c8f0b379313c3f995d,52b4aa4c7e1c5fd52d30ba9b42a971401202a146ebe3eb0179330403386284fb,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0017,b72eee10-2e4e-4fa5-b0c8-f7bfbaaf0ba1,7,broad_negative,95411,100,954.11,False,False,False,0,True,True,False,a20eb1f6e4467fa7ca3ca45a8299cabd65310f88b00775a0c23d7cc07d06107c,df38e2969a1ec0bfe5c6dbafe0a5fc2e71c08daf2b10004d95a075d5208251ef,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0018,30da05f9-fcfc-41fa-8dbe-ee3ce5d2e612,7,broad_positive_high_conflict,4899,50,97.98,True,True,True,0,True,True,True,da6fca95bb66bd57a05d12fd72bde9af319bd86023ee142255e3c5c8ffb4333f,d6cd548d6e08d9861504d4722b5cffccb37b01e76cc39308ebafa5c4dd428550,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0019,1af6ea09-f709-4e2e-b509-10a991bf295e,5,broad_negative,95411,100,954.11,False,False,False,0,False,True,False,a10c32cf2d61217733cb0fce833c6641b8fd10737fbafd9b97b7ecfa5c9855ad,a3785d22037285109f0f25aa0998408e466dfc104fe46480cb33a6b27306fecc,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0020,7de70da1-34fb-4647-a283-d23aa83ee445,8,broad_positive_other,6083,50,121.66,True,True,True,1,True,True,False,1ce31abfc0ff5b8649c5ef221a979b26bffb005d9248f86326a40f04be7efe2d,c9ccf714e4ac7d4cbd3d2aa13961ec7751471d4fafa33e60987542770b39263c,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0021,04d03437-92a3-48bf-b507-4f7dddede004,5,broad_positive_high_conflict,4899,50,97.98,True,True,False,0,True,False,True,70d8b9d74ac63d0a4a2e1e20ffd33734ad960709037c70dffbe8a1616074cabb,bc8d0676fccc2328c8debf56db63302980619ebab2f62789c3937cd3af575479,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0022,c493bcb5-8c36-4869-8260-41373f3b338a,5,broad_positive_other,6083,50,121.66,True,False,False,1,False,True,False,87dbd53ac226c4f839ef516c3cbe93c41c2b754e47b73f4b8fcced19bc8616ab,477b5f0cfdbc44e5e3f329d52d0a9cfc736b513c2608ae5ea594b6c95e1d9e09,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0023,9701b83f-5b88-4692-9b49-447900d89a1b,8,broad_positive_other,6083,50,121.66,True,True,True,1,False,False,False,f82ff3478375092df801f478f780c5f2f742a7d9feea5b5ba14676831bfa1a2f,41f7e4c7c445791b6b9e38680ee0c5c43c585f2f20db3fed58815870f7174258,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0024,2fd0fec1-f551-440e-8b25-461bba6a67d7,8,broad_positive_other,6083,50,121.66,True,True,True,1,True,True,False,a343be580ffaa9ac80d4bca48ec28b7dc060f24706a7b510313c5e79e54a11a4,6152b6241a2ae4cc3f58f8603eb131ad45e165355bc8589e24b5e454a0c159c3,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0025,d65ada1c-6477-4b67-b273-7380082baa1f,5,broad_positive_high_conflict,4899,50,97.98,True,False,False,0,True,True,True,017ceaa90a1880d6911f3c5a204e37f2b842b41ada9dd829ca0fcae062cce48f,7479ae57125adb76194887ead2b1ecda6a50e3e6e4d6b57b9ee971e9faf85315,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0026,016717e8-ea69-48be-a126-5a671969b3a8,6,broad_negative,95411,100,954.11,False,False,False,1,True,True,False,50036c60b4834903c2f92f7a64b98dc57087edb880e17f9040e488c9abcf194f,20d4a826542ebd071b60a33b875dd687662b3e378e3e3be2b450cf7204f40fed,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0027,da1cfa10-5e16-4204-9bcb-90b60cbf112c,2,broad_positive_other,6083,50,121.66,True,False,False,1,,True,False,23f4a5371661acd5b58d882bad6fcb1c5b775331bbe85b932394149f9fd0d7b5,e96a183644547cf5532f8d41258a113b04c0bd9e34621103cd8becd6752fcdc9,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0028,7dbf130b-cf0e-443e-b763-a6418ce0b9bd,5,broad_negative,95411,100,954.11,False,False,False,0,True,True,False,99cd3d614f2c58ecf83fafa706bd2c7ffc47d4dc16b6d61e47c68bdaf5284867,3dd77c7469b42e647eee4314c74a26ed52104b30eede2cd82160efd0b5eb9991,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0029,a6374c12-e472-4905-b535-17d0ac3b4ca3,5,broad_negative,95411,100,954.11,False,False,False,0,True,True,False,c33dc3863d02a7982cdf0986b2e022e6cf3570cd1e1ad23bb929e13718256e82,f5dd7b1a5002fbed43b678d70819bd2348deb174b6680c560340b114c3eec2cc,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0030,265a2437-f92d-4a75-8d69-97179d7e462a,8,broad_positive_other,6083,50,121.66,True,False,False,1,False,True,False,cf861506ef449b84411849850a288ae24ae7707e6414b9877c4cad00bf6948f4,d6975ed68e1c58275df9fd79ab6f6c0dc748ff41ce0adcc02b9c2a0c5546cb01,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0031,9f76e59b-0fdc-47cf-b97f-a8de284f8b31,4,broad_negative,95411,100,954.11,False,False,False,1,True,False,False,7f23d577e245a89a5672dc0a196965183a813ac7888ba2b4f254d36652db2907,c9463ef06019bb7301552ccd3032b98b406c3e4372f0f24ce45eacdeaa21d07c,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0032,305fd17e-0f94-486f-b1c7-30378793b76e,3,broad_negative,95411,100,954.11,False,False,False,0,True,False,False,8bf299e5ef88aaef9da1489dc88767c29ccca3f27bf669c598a7275dfee1d221,135634a0b24336586144317dd057b8057b8ebb9d8ba31053688e799b4680f640,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0033,2515b507-d710-4fde-9380-702df2593245,5,broad_negative,95411,100,954.11,False,False,False,1,False,False,False,5dafadf8bded9c2a31525c490d51fa59643ba80907b103a035a2e87e2cb43808,968d7b27870c4166fa92b00efaa54b30c6cf73d238736920142e21f2caf69288,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0034,dfd90736-847e-40b6-8b73-987bb828c059,2,broad_negative,95411,100,954.11,False,False,False,0,,False,False,3067649e6e19ec3f4101466a8b882a2f71886c71e4a369350c1ae4bf00323415,ee1f14ea00b66620730edaffe1bdb9970f7868df13894029f9daf4a03cd40dc6,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0035,8808ae68-a180-475c-87dd-19c19a8f276b,3,broad_negative,95411,100,954.11,False,False,False,0,True,True,False,655beebe52495f7ee05577ab07923f1f679f1cee534db3cc0841e65ecf282c8e,d935a2ffbd67746f8561629385680ccbe989c4f39f8f5be0c47645e8faae9e31,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0036,37b4f1ad-1ecb-49dd-b827-88d7351410ef,3,broad_negative,95411,100,954.11,False,False,False,1,True,True,False,9bc8b371e019e6ca8026c9d26ebda9254489f7629ba7837a2d4f38b4200cad94,7bbd68e1685721cb79d0ee018832245b68ce340adfd20dfc8e33a334867a1ef0,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0037,4c52dd40-6dce-48d5-9b90-f9e6e42e6d5b,6,broad_positive_high_conflict,4899,50,97.98,True,True,False,0,True,True,True,904b7a3e36a69ca44261d55103ef5b801dd0775ae7fe80a48a4ace271280b65e,36ae3240855deec94554f0b294fcb699df94280da2675070ec6267f08285bc7d,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0038,5f79d887-cf94-48c1-980d-c04341a91c4e,7,broad_positive_other,6083,50,121.66,True,True,True,1,True,True,False,6924cf1a9d766d42d5c12963eace8659fcee67ff16eaa434784743d9887ac67f,c43d6a4c8d9c37f0634a79ebf53a8e590646a2e27b612e7b288c6ee2028f1a8a,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0039,596478f4-41e2-4764-a3f1-40f196babcd1,3,broad_negative,95411,100,954.11,False,False,False,1,True,True,False,6e9b1b6f677000dc5016829c4e0e5f52b738cf5bc2485d1bd751f69a57e6a976,6fafb70541c1c0fd3273b3bf097be2884d63cec2c0101cd74d5788f1c5be1346,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0040,2d229d32-1a0c-46d9-8e0b-5eb7822c792e,3,broad_negative,95411,100,954.11,False,False,False,1,True,True,False,9be42884533bfec4b64757c08feebdaa00028a1ca88d9eed5ac715adf1d21dd7,01950cff86126bf717d66ca856c37069a7387b05b880a591651a467cbb7dea33,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0041,e5ea024e-a50c-4e85-920c-937a37b7d908,8,broad_negative,95411,100,954.11,False,False,False,1,True,True,False,7fc938b861ee4fcec4bc2a7b01d07966fa2405ec552be383d616eb4a6698fd03,a785d567f22dd75719fe5faa89e1b5f7ea5863815fa01121583a01b8ee943f9e,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0042,5512da13-7386-49f5-b49b-37a711ddb0cf,4,broad_negative,95411,100,954.11,False,False,False,1,True,True,False,b0425ed7ae1d61075225fe967386cb2ef9b5be029ee77d2fca2327d4995fbe3b,a4be52ad028b40fb45ae4a6ae87d9c3553fc9dea8586bbee49eedcc6b93a2832,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0043,71877579-7694-4bd9-be84-1bb91dc82f03,7,broad_positive_other,6083,50,121.66,True,True,True,0,False,False,False,38193031a96e0f435cda7766a6bd905c8ebadf78de37a1e376c9151b8a250f91,25d33593606e9c49bc3985e84b84069026cfae1a7bbf8dbde70cc58ceb13e4c6,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0044,7a31ad1d-ea56-4d77-bfad-c1c325861b3b,4,broad_negative,95411,100,954.11,False,True,True,1,True,True,False,01f3c98a808cab4ba8c1c97b88ea1e4e282292b1309c06a84bc4764c79ebb927,20c134648bc47db5d770f587a17a4801d75eeafd10c5b62263007c8c091e621b,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0045,d3971ced-e458-4692-8436-506bee34c6d7,3,broad_positive_high_conflict,4899,50,97.98,True,True,False,0,True,True,True,c897b28a28c02b9d060088362eac0e6e7f1012b8d435f066665b7cddd23c2af5,25eb7c3f8e938a4a9cc419834440e68899e68ef2585d901554443a6ded556f67,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0046,12449421-8874-43e8-a098-7a99e2f1a252,6,broad_negative,95411,100,954.11,False,False,False,1,True,True,False,88d86900862760df4b22e3cc913df10cb07e9d39dd3ddb6563abd396ba18b851,8b77a120246e8d7550c486da743651b9cdda1f45d3dee8fef8b5358e387b3548,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
PIVOT-0047,1d8e1106-05c6-418c-a480-0e48c0131476,5,broad_positive_high_conflict,4899,50,97.98,True,True,True,0,True,False,True,c7294dba0d7401fb5bc458a5d34cf18244edce35ffae76a1f6f15d525d6068c1,50f2e8b1a992684f52af8f1e8f27f23097ce827c3c742d2b6ddf0ffed03c266f,20260723,talkpl-ai/TalkPlayData-Challenge-Dataset,0c9db04e7549bc35,talkpl-ai/TalkPlayData-Challenge-Track-Metadata,292f7c9ef0e88892,8551f53006f8cb7603412eec5ad707eb4b8e0a9487edcdfbf03e9e01b99c98a7,2026-07-23
